,1f69efc6-b519-4fdd-a352-90f496828a54,22c6f251-ce02-4c5e-a52f-7e5f12746e8d,b73825cf-e3a2-4ac8-8241-1301485a6131,53acf269-44c8-4a2f-b9ef-d22a6339e1af,982eb748-1f36-462c-9acd-270ebcbb7d66,2d10bfe7-2f43-445b-99ad-5836d50f3ceb,91d1796b-cb96-4c2e-b185-5bcd2d250aa1,295dd7fb-c684-4d95-bdf0-708ccf6ce370,b28ae648-20ee-46d5-8f4a-64a8ce78941a,ea85f4a1-e7a5-43e9-86db-a9368889a26e,b01a504c-f7ac-430a-ad9c-24486ae4a54f,34b0e26b-6d34-48d8-a539-88f43db7c852,d02ea9be-8861-4cb3-8fa6-b9a036b7bae7,83a07eba-4360-42a2-a97b-de9caffc38ca,a2cdb7e5-3072-470c-af4f-1813a8e18755,915d48db-96f6-4de4-b9f4-2052a82905d1,78c940a0-7268-46fa-a818-1914559c4895,925715c8-0852-4224-b9d2-2a71913ce9cd,6e4dd23a-ca9e-4a81-aeae-2f84d9dfa92b,870d5c3f-809e-435e-9e4d-a7efb1f58b49,ff802353-d544-4b2e-af6d-1f26fa861ade,b63b32e1-6d3a-4678-874c-777201df2f36,107dcc2a-1d59-425f-aef7-5b2f745812fa,bc94acff-b289-4a9a-b1a4-5d7c84aa9be8,d38b3dfc-47a0-41f1-bd5a-641295e29c53,74df8c7f-1ff3-4641-953b-f2e93a515798,d0d80184-2992-469c-8d15-867951b0a11a,02013562-4bdd-4215-be11-d71224abedc4,a90693e5-3407-4e4f-9f8c-36e26d8402a3,af65ccee-08b7-4f3a-b2fc-3b92756672c8,736fafce-8d8b-4fd9-b5c9-9799aa896e75,a70c6762-0084-4095-a282-1266efa3d6e6,036060ea-785d-44bb-b288-07c3e17037d1,22e6df47-569c-4663-afe1-197d0f05631e,b69a7ed4-dfd1-4c03-86bf-fe2e4a69fb37,88b96041-53ac-4f7d-bbb0-d86c84d5d4b5,d26d3040-d5c8-4537-8dfe-353bb83d3f4a,99cfd235-2867-4293-9e70-55908dd3ea27,1d4e9cc2-55d4-4063-8ec4-ad538ba3b250,c50d5eec-4f4c-4732-bdf2-f2fb34797956,1a30b0c3-b14d-4004-b5b6-6af1c00e6fc4,ab3bc874-40d8-4e05-8e53-57f88bff4cb6,1dccbd38-e0fa-43cc-bb01-3d70e89a9faf,ead6f369-15cf-4fef-9ffb-91f918937371,a56df15e-8b94-4a2d-a2ab-236e95f25e4f,44f0c736-37eb-402a-89bf-1a7b3a157069,4c0555f9-878a-4a95-ba1d-598c625aabbd,36ab9374-6d63-4772-b483-855431e79c08,93133ba0-0f79-4ecb-a677-f8d0ed6841af,b069efcc-f812-46cc-aa49-c2193e718de7,a2d27640-31f8-44cb-8739-cc0e92b40760,ed779159-f4a7-4058-9189-ba254abbed47,bb6b898f-d31c-4bcd-a1f3-a03d3c3adb95,b8649a08-59a4-4377-b18b-d80804cbbdae,bda35145-8402-4a1e-b0e4-9c3df6520144,d1ce4853-7426-4975-af2c-83147fb1f8ba,e82c2f6a-7da4-4d22-9949-e655ee1d8188,4fd8e80a-21c6-4a61-9631-4b8240504b60,9ed54d5b-1b6e-4a82-9f3f-29fc073f0b38,01f821df-6507-4fc8-bbe5-1876db9e5776,1c7e72e1-0490-42d4-9cc6-fef87fa19b10,b828a367-390b-4727-88e5-bd8a9ce14fca,74babb3a-1706-44bd-9abf-c51ec21244b9,4fa9b71e-0ca2-4cb3-a829-c63d2d69b018,2b6c54d1-b109-42c7-b467-06458e32b47b,9bc33650-ff57-4d80-b90e-db5d197e482d,c64cbda8-d051-421e-ae35-b81a66d50959,9c898f57-62a1-440f-bc6a-335ee2deddbb,df6808d4-0875-4109-9230-11cb701a54e3,b4b6c1ca-8d7c-4f9d-bf6a-737fb70bb1e1,a37e6f8d-6a1e-4f9c-ace9-58aff7ae9ae2,3a239d84-7b89-4905-9d10-1f0b9fe352c7,c0715816-795a-431e-aeee-f10c42b035e7,cf06aa0c-f7c7-48d2-8852-e155a052a2e4,d4c83342-f2e3-4c28-8787-94b58042c805,84d09018-f8df-4ba2-8269-ae1fbc5fa536,8339bfe2-af36-4cf0-b704-d23b2d540f0c,d5635128-6a33-4016-a121-fc11db3ff502,79f7a531-5602-4e7b-ae70-cce2d872db96,b1972cd5-1bf6-4031-b687-85bd0089c082
f6ea788c-7745-444f-97d8-04b72e0a703e,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,3,0
04994e5b-ca1c-4907-98fa-2b99ca4cf884,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1
05e5f7e6-7706-423f-9db8-3346047b610a,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,1,0
d2839d28-d7ee-41b1-83b1-fbe453f870a4,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,3,0,0,0,2,0
b79adcc2-e8d9-48a4-8bbd-47846a0a2a27,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
721a5380-ad43-4c36-8629-f35e66f22309,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
023d8b5f-6f55-4c91-b7e8-e12e83b6d57b,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2d2cf64a-cc62-4e82-9882-0fd5696e5ea6,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4
caacf955-e852-463a-bfc7-cbfeedcbbdc8,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
83b9567f-a367-4cd4-ab26-86bf6f6876b6,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
893ea2ff-44ac-4351-831e-2d7530c28959,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,0,0
56568faa-c3b7-488c-b488-c26802b2834a,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0
01b2b0a4-cde6-4fa8-a26a-d76d9c6253a9,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
19ee104b-05eb-481d-865f-ae46d1e241f6,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,3,0,0
338ca535-bab9-4646-97ae-944967fbb2ec,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3
da0c8e2a-7207-4592-8c4c-36ebe71b72e8,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0
85413dd1-6a17-42af-bb78-92c95e4d547a,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0
7137bde8-2d99-470a-89db-1d7bad1ae395,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0
f10db58b-7481-45a3-b3fa-f47982febc52,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
12a9b11b-4041-4645-be34-878112f5515e,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0
71daa28d-bf08-442c-ab32-4fd9e2993ad5,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
144166b3-e583-4f14-b059-bb006c2cda75,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0
b98f6bf6-7c61-4d22-8a3e-a60f1ce2323a,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
0b12bf20-d120-44b5-9549-dfe14f070776,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0
5797d830-caea-465a-85b4-cf7aa7da6c49,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3
f6276eb9-255f-41b2-94d4-4d094e026dca,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0
c2656373-e267-4a75-8feb-65e7c62c746d,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0
ed64cbc6-fa66-4ae7-be2b-56b10a2b4d69,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
79e3bb23-a491-48cd-aa61-3a36e99a26dd,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,2,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
5b110a7b-4cd4-410c-81b8-d0189840b753,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
e6a33a71-dfa5-4ee2-b03a-d208c8b728df,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
57af35f7-355c-429d-819f-4fc453e24c7e,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
8bcb16ef-9054-418b-b16b-4ec0f7fade0b,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4
0d5177d3-7c33-4468-8daa-5310798189ec,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,2,0,0,3,0,0,0,0
ac330ecd-39d8-45d8-b091-d6b68882cb30,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
d0ee6f9b-ae65-4697-94b4-d34cc419eab4,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
3bd499ac-6195-471c-824b-1d7938edecde,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0
e4b52ef9-dd1a-4c3c-87d3-e48b7de43259,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0
da70b4dc-e5cf-47b7-89ab-a321d461d5dc,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2
627c1a83-303e-4fc6-9737-12b32038da8c,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
825a4f25-39b7-467f-8640-e0d44191ad8a,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
053c69b9-2900-4967-b5c7-66fdc8e8aec0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0
2ac39023-1d77-4d85-ab13-3ce3fe7f5a92,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,4,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
fe838778-acb8-4ebb-88bc-f5b34b5da721,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5
9db20b26-a2c3-45de-930d-125881042548,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
36a97830-7a01-4499-b044-e9e63f1e4a71,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
a9776ea7-7288-4c07-b733-d12916c9011a,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
a3002add-889f-4715-8851-87e2ac008754,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0
b1ed12ce-7098-48ae-83cc-12bee99e76f7,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0
1fe0927f-772b-46ed-8524-d224330323e0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59828766-6baa-49fd-bf75-9c6e46d6e0ee,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5
7324ba6f-85a6-481d-84a0-241b938eb3cd,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5
67538b07-b4d0-4f60-b576-f501b9967ac7,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0
674f13b6-792b-4969-8d1c-f4a9a85eed1e,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
d28f6dbc-ee99-4307-9ece-93ba53f19919,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5
cdcb20dc-694a-4aa7-a23d-db95ccaa5d80,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3
2fe53563-640f-4840-b011-8793b58bbb14,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0
54299228-bf64-44f5-8f5e-21ea009f6814,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
5126dde0-a2d0-400f-9349-b0137483de2f,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
75311ad1-84f1-49aa-8f95-958125350513,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5
ac2ca099-a58f-473e-8adb-0fefcd6e38bd,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
49887c77-40e1-4e38-86ab-75495270c31c,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2
7cf7344d-7152-4310-a397-471a1b4a2a8a,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
